record_id,date,commodity,market,price,quantity
573,2020-10-04,Tea,West End Market,81.7,89
574,2022-04-26,Wheat,East Side Market,8.57,64
575,2021-07-06,Rice,East Side Market,98.73,80
576,2021-05-24,Wheat,East Side Market,23.4,88
577,2021-04-09,Tea,Central Market,32.08,43
578,2021-08-29,Tea ,East Side Market,7.76,10
579,2021-01-19,Wheat,West End Market,15.46,31
580,2021-01-31,Maize,North Market,,28
581,2020-04-23,Wheat,West End Market,24.21,89
582,2021-08-14,Wheat,West End Market,33.04,82
583,2022-01-23,Beans ,North Market,25.56,60
584,2020-02-15,Beans,East Side Market,61.22,74
585,2020-09-03,Wheat,Central Market,42.46,90
586,,Maize,North Market,17.61,83
587,2021-01-14,Beans,Central Market,49.06,91
588,2022-08-26,Tea,Central Market,70.62,38
589,2022-06-28,Coffee,Central Market,36.89,66
590,2020-05-21,Wheat,Central Market,21.65,9
591,2020-08-18,Beans,North Market,76.47,90
592,2021-04-26,Rice,North Market,11.02,63
593,2020-03-08,Tea,West End Market,39.97,89
594,2020-06-03,wheat,East Side Market,95.88,36
595,2022-01-25,Coffee,Central Market,97.11,17
596,2021-11-02,Rice,Central Market,27.07,83
597,2021-05-10,Rice,North Market,58.89,40
598,2020-10-19,Rice,Central Market,32.02,80
599,2020-07-07,Beans,East Side Market,16.11,74
600,2021-02-18,tea,West End Market,47.6,69
601,2021-04-30,Beans,West End Market,97.16,65
602,2020-11-11,Coffee,,15.67,6
603,2022-08-16,Coffee,North Market,36.0,25
604,2021-09-11,Beans ,North Market,95.97,51
605,2020-12-25,Maize,West End Market,73.02,50
606,2022-04-05,Wheat,Central Market,89.34,54
607,2021-06-21,Wheat,North Market,60.78,27
608,2021-08-04,Maize,North Market,43.9,54
609,2021-07-26,Beans,North Market,51.61,39
610,2020-10-21,BEANS,East Side Market,95.82,61
611,2021-05-07,Wheat,East Side Market,-38.47119943487372,9
612,2020-06-15,Rice,North Market,82.74,94
613,2020-10-23,Beans,East Side Market,10.02,82
614,2020-11-19,Tea,East Side Market,22.41,97
615,2020-05-20,Tea,West End Market,70.39,75
616,2022-03-25,Rice,North Market,91.52,20
617,2020-11-15,Coffee,Central Market,92.02,17
618,2020-05-25,Beans,West End Market,33.95,16
619,2022-02-14,Rice,East Side Market,45.36,15
620,2022-03-12,Beans,Central Market,91.31,39
621,2020-12-22,Coffee,East Side Market,38.4,96
622,2020-14-50,Coffee,East Side Market,11.49,98
623,2022-05-21,Beans,East Side Market,56.03,13
624,2021-06-10,Rice,East Side Market,95.99,46
625,2022-01-09,Maize,West End Market,15.48,98
626,2022-05-25,Rice,North Market,62.04,57
627,2021-02-09,Maize,North Market,39.91,
628,2020-06-21,Tea,Central Market,43.06,14
629,2021-08-30,Beans,North Market,84.62,36
630,2021-04-10,Tea,West End Market,62.3,63
631,2020-01-28,Rice,East Side Market,17.79,7
632,2021-05-19,Wheat,West End Market,64.09,10
633,2020-02-02,Beans,North Market,29.86,70
634,2020-11-06,Maize,West End Market,47.04,23
635,2021-12-02,Beans,East Side Market,41.96,73
636,2020-10-18,Wheat,East Side Market,42.18,49
637,2021-01-24,Maize,East Side Market,38.14,4
638,2021-12-05,Rice,North Market,67.82,83
639,2020-09-30,Rice,,-16.979725054141156,55
640,2020-12-10,Wheat,West End Market,42.08,63
641,2020-10-21,Tea,West End Market,46.42,10
642,2020-12-10,Rice,North Market,64.33,92
643,2021-11-10,Coffee,North Market,38.0,39
644,2021-06-12,Beans,West End Market,48.06,24
645,2022-01-14,Coffee,North Market,65.6,99
646,2022-05-30,Coffee,North Market,19.29,39
647,2020-04-26,Maize,North Market,32.27,88
648,2020-10-06,Maize,West End Market,58.18,83
649,,Rice,West End Market,21.72,93
650,2021-02-10,Maize,West End Market,90.55,47
651,2022-03-04,Tea,East Side Market,74.78,67
652,2022-04-05,Rice,Central Market,16.62,43
653,2020-02-27,Beans,East Side Market,21.64,57
654,2021-01-06,Rice,Central Market,45.26,36
655,2021-12-08,Rice,Central Market,91.0,95
656,2022-05-28,Tea,North Market,96.06,88
657,2022-06-30,Maize,North Market,92.2,97
658,2021-02-26,Wheat,North Market,31.03,100
659,2021-07-14,Rice,Central Market,71.36,46
660,2021-10-05,Wheat,Central Market,22.46,83
661,2021-02-24,COFFEE,East Side Market,97.12,98
662,2020-07-05,Rice,East Side Market,70.31,37
663,2022-09-24,Wheat,East Side Market,-2.1255346404947715,79
664,2021-01-11,Rice,East Side Market,,77
665,2020-07-14,Coffee,North Market,93.19,64
666,2021-11-24,Rice,North Market,45.97,28
667,2021-12-01,Beans,East Side Market,-48.830279982299906,58
668,2020-09-19,MAIZE,West End Market,42.77,50
669,2022-02-05,coffee,East Side Market,38.66,86
670,2020-06-22,Maize,North Market,42.5,72
671,2020-05-10,Rice,East Side Market,72.47,34
672,2021-03-22,Rice,North Market,88.31,98
673,2020-07-12,Rice,North Market,19.37,85
674,2021-12-27,Beans,North Market,72.07,64
675,2022-04-22,Wheat,East Side Market,13.89,24
676,2020-04-06,Tea,Central Market,59.22,10
677,2022-04-30,Maize,Central Market,61.08,42
678,2022-08-28,Wheat,West End Market,5.55,84
679,2021-07-14,Tea,East Side Market,9.62,42
680,2022-03-09,wheat,East Side Market,78.23,3
681,2021-01-02,Tea,East Side Market,51.63,40
682,2022-04-10,Rice,North Market,41.87,77
683,2020-06-07,Beans,North Market,53.77,87
684,2021-12-01,Coffee,Central Market,46.55,62
685,2020-04-06,Beans,West End Market,57.34,66
686,2020-07-02,Tea,West End Market,60.63,3
687,2022-09-16,wheat,West End Market,73.79,58
688,,Beans,Central Market,62.39,14
689,2021-09-25,Maize,North Market,43.48,96
690,,Coffee,North Market,13.33,25
691,2021-04-19,Maize,East Side Market,46.4,69
692,2020-07-25,WHEAT,East Side Market,47.3,3
693,2021-07-21,WHEAT,Central Market,72.74,64
694,2020-01-20,Maize,North Market,73.84,63
695,2021-04-04,Rice,West End Market,44.63,64
696,2021-09-08,Maize,East Side Market,46.62,76
697,2022-01-22,Tea,East Side Market,73.68,54
698,2020-06-09,Wheat,East Side Market,31.83,86
699,2021-11-24,Maize,North Market,24.9,3
700,2022-03-14,COFFEE,West End Market,63.67,29
701,2022-08-06,Maize,West End Market,86.07,78
702,2020-04-17,Wheat,Central Market,79.26,14
703,2020-06-06,Maize,West End Market,32.75,65
704,2020-14-50,Rice,Central Market,46.72,99
705,2022-02-10,Wheat,East Side Market,40.38,47
706,2021-11-29,Wheat,East Side Market,44.27,59
707,2020-06-17,Maize,Central Market,54.15,44
708,2022-09-23,Wheat,East Side Market,10.49,92
709,2020-05-30,Wheat,West End Market,34.8,36
710,2020-03-27,Wheat,North Market,89.33,52
711,2022-02-14,Rice,East Side Market,56.38,66
712,2021-01-16,Maize ,West End Market,78.54,65
713,2020-08-29,Coffee,Central Market,94.43,74
714,2021-01-21,Coffee,East Side Market,32.03,92
715,2020-04-04,Beans,East Side Market,39.32,92
716,2020-09-27,Beans,North Market,69.3,72
717,2020-05-10,Tea,North Market,95.04,54
718,2022-09-01,Wheat,Central Market,48.27,21
719,2020-10-28,Wheat,West End Market,8.83,48
720,2021-05-15,Beans,,,37
721,2022-01-07,Coffee,Central Market,59.44,44
722,2021-11-11,Beans,North Market,68.39,94
723,2022-06-05,Wheat,North Market,9.35,57
724,2022-02-14,Maize,West End Market,16.76,25
725,,Coffee,North Market,6.77,69
726,2020-01-24,Beans,North Market,55.69,76
727,2020-09-18,Beans,West End Market,13.65,70
728,2020-14-50,Beans,North Market,10.6,24
729,2021-09-03,WHEAT,North Market,29.5,16
730,2021-02-21,Wheat,North Market,30.58,71
731,2022-05-16,Maize,Central Market,57.7,39
732,2021-07-22,Beans,East Side Market,98.6,69
733,2021-11-27,Maize,West End Market,20.9,62
734,2020-04-01,Rice,East Side Market,53.48,95
735,2021-10-12,Maize,West End Market,25.03,41
736,2020-05-16,Tea,East Side Market,35.56,77
737,2021-07-05,Maize,Central Market,68.91,90
738,2022-04-27,Tea,Central Market,82.53,16
739,,Wheat,Central Market,40.2,2
740,2021-01-06,Tea,Central Market,64.4,29
741,2021-05-20,Wheat,East Side Market,-49.228913361095266,15
742,2022-06-21,Beans,East Side Market,17.18,34
743,2020-01-03,Rice,Central Market,70.83,33
744,2021-04-22,Tea,Central Market,35.68,53
745,,Coffee,East Side Market,,69
746,2020-12-03,Maize,Central Market,26.43,10
747,2020-09-10,Tea,Central Market,81.77,81
748,2022-02-21,Beans,Central Market,54.37,10
749,2022-07-30,Wheat,Central Market,92.09,89
750,2021-09-24,Maize,North Market,69.37,38
751,2022-08-18,Beans,Central Market,49.1,80
752,2022-05-10,Maize,West End Market,15.26,
753,2020-03-02,Coffee,West End Market,50.73,24
754,2020-10-25,Coffee,West End Market,89.1,19
755,2020-07-19,Maize,East Side Market,,72
756,2021-08-15,Tea,Central Market,68.45,60
757,2021-10-16,Rice,North Market,14.96,6
758,2021-02-13,Beans,East Side Market,74.79,43
759,2022-02-22,Maize,Central Market,57.7,57
760,2020-07-19,Maize,,89.11,44
761,2021-04-12,Rice,Central Market,18.04,15
762,2021-01-22,Rice,North Market,11.21,17
763,2020-09-10,Rice,East Side Market,77.49,69
764,2021-02-01,Rice,North Market,12.73,85
765,2022-09-05,Tea,West End Market,49.11,48
766,2022-06-29,Rice,Central Market,90.01,31
767,2021-08-20,Beans,West End Market,13.05,38
768,2020-07-02,Coffee,North Market,46.09,64
769,2022-08-06,Rice,West End Market,32.98,70
770,2020-10-08,MAIZE,East Side Market,69.14,96
771,2022-02-14,Coffee,West End Market,-15.674233450073135,52
772,2022-03-15,Wheat,East Side Market,26.62,27
773,2020-08-02,Wheat,North Market,13.16,55
774,2021-03-05,COFFEE,East Side Market,75.09,85
775,2020-12-04,Wheat,West End Market,7.21,18
776,2020-12-02,Coffee,North Market,24.4,69
777,2020-01-28,Wheat,West End Market,14.91,5
778,2020-01-12,Maize,North Market,27.14,9
779,2020-05-13,Wheat,Central Market,44.75,50
780,2020-10-09,Rice,North Market,59.63,26
781,2021-08-12,Beans,North Market,28.45,73
782,2020-06-28,Maize,North Market,85.05,51
783,2020-02-14,Beans,North Market,91.53,73
784,2022-02-19,Beans,West End Market,11.34,28
785,2021-12-12,RICE,West End Market,20.66,6
786,2020-11-30,Wheat,North Market,42.68,
787,2022-05-11,Wheat,Central Market,67.42,57
788,,Maize,East Side Market,55.79,10
789,2022-04-10,Wheat,East Side Market,89.81,57
790,2020-07-25,Tea,Central Market,34.29,1
791,2020-03-05,Rice,East Side Market,45.06,44
792,2021-10-01,Maize,East Side Market,9.18,42
793,2020-14-50,Coffee,North Market,25.31,23
794,2020-08-11,Maize,North Market,67.51,80
795,2021-09-06,Coffee,Central Market,80.17,73
796,2020-03-10,Tea,East Side Market,65.36,41
797,,Coffee,,65.86,76
798,2021-01-19,Maize,North Market,63.88,48
799,2022-03-21,Maize,North Market,36.23,83
800,2021-11-11,Tea,Central Market,74.62,27
801,2021-05-18,Tea,East Side Market,41.24,57
802,2022-01-12,BEANS,East Side Market,21.5,27
803,2020-10-05,Beans,East Side Market,62.56,74
804,2022-04-19,wheat,North Market,49.72,79
805,2020-06-28,wheat,North Market,77.09,77
806,2022-07-27,Wheat,West End Market,62.57,18
807,2021-10-18,Maize,West End Market,92.94,96
808,2020-09-18,Maize,Central Market,16.83,21
809,2020-09-05,Tea,North Market,39.98,50
810,2020-09-10,Rice,Central Market,66.31,59
811,2022-07-11,Tea,Central Market,13.77,50
812,2020-11-11,Beans,East Side Market,29.02,69
813,2022-02-05,Tea,Central Market,78.79,19
814,2021-03-17,RICE,North Market,-4.422233253072484,68
815,2020-07-24,Rice,East Side Market,22.29,58
816,2021-10-13,Beans,East Side Market,90.72,81
817,2020-03-03,RICE,West End Market,7.82,63
818,2022-02-18,Maize,Central Market,54.62,
819,2022-08-21,Wheat,West End Market,36.97,44
820,2022-01-12,Wheat,Central Market,87.94,1
821,2021-05-01,BEANS,West End Market,76.39,58
822,2021-09-13,Tea,West End Market,-18.650074994551314,95
823,2022-07-15,Tea,Central Market,94.21,61
824,2022-03-26,Wheat,East Side Market,87.64,92
825,2020-06-23,Tea,North Market,47.4,85
826,2020-08-13,Tea,Central Market,73.0,42
827,2022-06-11,Tea,Central Market,92.66,63
828,2022-03-14,Coffee,Central Market,40.82,95
829,2022-02-01,Wheat,East Side Market,32.64,44
830,2022-05-17,Coffee,West End Market,59.81,
831,2021-02-08,Wheat,,93.72,85
832,2022-05-19,Wheat,West End Market,52.48,77
833,2020-08-08,tea,West End Market,70.42,91
834,2020-08-18,Tea,Central Market,36.65,27
835,2020-01-23,Maize,East Side Market,74.1,85
836,2022-08-03,Rice,North Market,76.98,68
837,2021-04-13,Coffee,East Side Market,80.17,7
838,2021-01-05,Coffee,North Market,18.76,96
839,2022-09-24,Coffee,East Side Market,98.36,22
840,2021-02-10,Maize,West End Market,97.12,52
841,2022-06-04,Tea,East Side Market,40.66,86
842,2020-08-18,Wheat,,16.4,63
843,2021-12-20,Coffee,North Market,75.81,24
844,2021-02-07,Coffee,West End Market,91.34,24
845,2022-09-15,Coffee,North Market,84.53,84
846,2020-06-14,Maize,East Side Market,-22.914411032387132,6
847,2021-11-04,Rice,,16.85,70
848,2020-12-26,Rice ,West End Market,47.27,89
849,2022-09-07,Coffee,Central Market,9.25,19
850,2022-07-14,Coffee,West End Market,74.26,71
851,2021-12-14,wheat,North Market,18.61,81
852,2020-09-10,Tea,East Side Market,19.58,56
853,2022-03-28,Maize,North Market,65.82,43
854,2022-04-21,MAIZE,North Market,79.36,68
855,2020-07-04,Maize,West End Market,62.71,22
856,2020-05-09,Tea,North Market,17.12,
857,2021-12-24,Coffee,Central Market,65.72,100
858,2020-11-08,Wheat,North Market,31.2,92
859,2020-06-18,Maize,North Market,85.3,10
860,2021-05-06,Maize,North Market,6.02,87
861,2020-14-50,Tea,Central Market,63.55,96
862,2021-04-04,Coffee,East Side Market,67.81,68
863,2021-01-23,Tea,East Side Market,39.87,46
864,2020-08-06,Maize,,85.82,38
865,2021-04-19,Tea,East Side Market,93.27,66
866,2020-12-29,WHEAT,,38.62,
867,2020-14-50,Wheat,Central Market,90.36,63
868,2021-03-25,Rice,North Market,39.63,69
869,2020-02-11,Wheat,West End Market,5.55,91
870,2021-05-15,Wheat,Central Market,23.9,86
871,2021-02-02,Tea,West End Market,79.13,93
872,2021-03-15,Maize,East Side Market,52.5,31
873,2020-09-12,tea,West End Market,12.85,80
874,2020-07-04,Maize,East Side Market,45.77,14
875,2021-09-23,Coffee,East Side Market,17.57,25
876,2021-10-21,Maize,West End Market,98.11,55
877,,Maize,West End Market,72.6,7
878,2020-11-07,Rice,North Market,62.62,33
879,2020-08-31,Tea ,East Side Market,75.42,100
880,2022-06-24,Beans,Central Market,17.4,16
881,2022-02-18,Beans,North Market,12.11,44
882,2022-09-25,Tea,East Side Market,57.3,98
883,2020-10-07,Rice,Central Market,11.43,65
884,2021-06-09,Beans,Central Market,70.91,51
885,2020-08-11,Beans,North Market,42.07,27
886,2020-05-01,Maize,North Market,73.46,29
887,2022-03-20,Maize,West End Market,,36
888,2022-08-27,Beans,East Side Market,5.13,78
889,,Coffee,East Side Market,63.09,8
890,2022-01-09,Tea,East Side Market,6.49,100
891,2021-08-18,Wheat,West End Market,65.26,57
892,2020-07-08,Wheat,East Side Market,46.22,62
893,2021-02-07,Beans,North Market,22.14,40
894,2022-02-07,BEANS,North Market,91.37,13
895,2020-10-01,coffee,Central Market,6.29,6
896,2020-05-22,Tea,Central Market,15.1,44
897,2020-05-06,Coffee,,50.5,70
898,2021-03-13,Maize,West End Market,89.21,1
899,2020-06-22,Rice,East Side Market,70.02,92
900,2020-07-01,Beans,West End Market,63.49,11
901,2022-07-27,Rice,North Market,68.39,37
902,2021-02-03,Rice,Central Market,86.86,100
903,2022-02-24,Wheat,Central Market,96.16,12
904,2022-08-01,Rice,North Market,44.32,43
905,2022-03-06,Wheat,North Market,83.03,75
906,2020-05-16,Tea,Central Market,5.27,3
907,2021-07-18,Maize,West End Market,87.34,38
908,2020-01-27,Wheat,East Side Market,,90
909,2020-03-21,Wheat,Central Market,12.01,21
910,2021-04-26,Maize,North Market,22.33,96
911,2020-06-13,Rice,,19.81,5
912,2022-08-11,Wheat,North Market,83.8,65
913,2021-07-26,Maize,East Side Market,43.04,51
914,2021-10-24,Maize,North Market,67.01,49
915,2020-03-07,Rice,Central Market,78.99,31
916,2021-08-01,Maize,West End Market,24.16,31
917,2020-11-18,wheat,Central Market,5.81,37
918,2022-03-04,Tea,East Side Market,14.25,95
919,2021-10-02,Coffee,North Market,85.94,20
920,2022-01-16,Tea,East Side Market,67.15,21
921,2022-07-01,Coffee,West End Market,17.46,80
922,2022-04-04,Tea,,62.65,73
923,2021-01-07,Rice,Central Market,48.21,38
924,2020-05-06,Maize,North Market,49.96,57
925,2022-09-01,wheat,North Market,63.87,57
926,2022-03-20,Maize,North Market,88.18,80
927,2020-04-05,COFFEE,West End Market,59.16,29
928,2020-12-02,Wheat,North Market,22.13,51
929,2021-04-26,Rice,North Market,75.42,59
930,2020-08-06,Beans,Central Market,78.55,47
931,2022-06-13,Maize,North Market,65.39,9
932,2020-06-17,Wheat,West End Market,10.11,55
933,,Wheat,East Side Market,46.49,74
934,2020-01-15,Coffee,East Side Market,98.7,96
935,2021-04-06,Wheat,North Market,15.79,53
936,2020-06-19,Beans,Central Market,,25
937,,Beans,East Side Market,59.8,
938,2021-03-12,Coffee,Central Market,66.65,53
939,2022-05-15,Rice,East Side Market,40.45,21
940,2020-04-16,Tea,West End Market,94.1,13
941,2021-08-18,Maize,North Market,76.24,70
942,2020-05-07,Tea,North Market,78.8,15
943,2020-11-10,Wheat,North Market,-19.35754624998276,37
944,2022-04-16,Wheat,Central Market,44.38,
945,2021-10-21,Tea,West End Market,59.36,72
946,2020-06-11,Maize,North Market,65.45,23
947,2021-07-20,Maize,East Side Market,64.99,98
948,2020-14-50,Rice,Central Market,-1.565368017672091,20
949,2021-10-30,Maize,Central Market,17.4,81
950,2022-08-15,Rice,East Side Market,81.67,34
951,2020-04-05,Maize,Central Market,93.08,19
952,2020-08-03,Rice,East Side Market,51.65,10
953,2021-09-13,Wheat,North Market,22.08,
954,2020-05-04,Maize,West End Market,63.33,21
955,2022-01-15,Maize,East Side Market,39.66,4
956,2021-05-22,Beans,North Market,13.74,84
957,2022-03-23,Wheat,West End Market,70.27,36
958,2020-11-22,Rice,East Side Market,51.34,55
959,2022-09-08,Coffee,East Side Market,40.53,9
960,2020-03-15,Coffee,West End Market,15.89,55
961,2022-03-25,Rice,West End Market,35.27,
962,2022-06-23,Beans,North Market,25.16,72
963,2021-05-25,Tea ,North Market,46.34,26
964,2021-10-21,Rice,Central Market,62.14,31
965,2021-10-22,Coffee,,84.96,69
966,2020-02-18,wheat,West End Market,76.6,72
967,2020-08-17,Tea,North Market,96.88,48
968,2021-01-12,Maize,West End Market,73.8,12
969,2021-09-19,Coffee,Central Market,79.57,39
970,2022-06-28,Wheat,East Side Market,60.43,41
971,2022-01-18,Wheat,Central Market,27.85,63
972,2020-07-29,Maize,West End Market,38.54,32
973,2020-08-01,Maize,Central Market,68.7,50
974,2020-05-13,Coffee,West End Market,34.62,20
975,2021-12-03,Rice,North Market,53.78,25
976,2020-01-30,Coffee,East Side Market,15.18,3
977,2021-06-04,Coffee,West End Market,57.28,28
978,2020-06-29,Wheat,Central Market,,55
979,2020-02-06,Coffee,North Market,9.74,15
980,2022-04-23,BEANS,West End Market,63.92,51
981,,Rice,East Side Market,38.03,77
982,2022-07-10,Tea,West End Market,70.35,88
983,2020-01-10,Maize,North Market,21.86,10
984,2022-05-05,Wheat,North Market,49.89,3
985,2021-07-12,Coffee,East Side Market,14.5,43
986,2022-07-12,Wheat,North Market,-18.278692526784294,67
987,2021-08-14,Wheat,Central Market,43.98,19
988,2022-07-09,Wheat,Central Market,95.71,36
989,2021-06-16,Coffee,West End Market,42.15,36
990,2021-12-02,Coffee,North Market,80.29,15
991,2021-04-09,Tea,West End Market,68.11,37
992,2020-02-21,Rice,Central Market,,56
993,2020-03-23,Rice,East Side Market,72.75,94
994,2020-09-24,Maize,West End Market,69.46,52
995,2021-03-02,Coffee,North Market,35.64,88
996,2020-04-08,Rice,West End Market,64.69,49
997,2020-01-28,Wheat,West End Market,45.63,53
998,2020-10-27,WHEAT,West End Market,60.13,80
999,2021-10-27,Wheat,Central Market,77.48,7
608,2021-08-04,Maize,North Market,43.9,54
99,2020-05-23,Coffee,East Side Market,65.36,90
841,2022-06-04,Tea,East Side Market,40.66,86
297,2021-12-21,Wheat,East Side Market,61.29,90
579,2021-01-19,Wheat,West End Market,15.46,31
493,2021-12-05,Beans,West End Market,63.17,30
707,2020-06-17,Maize,Central Market,54.15,44
339,2020-14-50,Maize,North Market,43.32,50
885,2020-08-11,Beans,North Market,42.07,27
62,2021-08-18,Wheat,North Market,6.64,52
124,2020-05-29,Coffee,East Side Market,38.19,83
758,2021-02-13,Beans,East Side Market,74.79,43
598,2020-10-19,Rice,Central Market,32.02,80
690,,Coffee,North Market,13.33,25
523,2020-10-07,Beans,East Side Market,55.57,86
757,2021-10-16,Rice,North Market,14.96,6
734,2020-04-01,Rice,East Side Market,53.48,95
54,2021-01-12,Beans,East Side Market,49.99,28
718,2022-09-01,Wheat,Central Market,48.27,21
